username,year,day,part,cyclomatic_complexity,cognitive_complexity,halstead_volume,halstead_difficulty,sloc,max_nesting_depth,comment_ratio,avg_identifier_length
fuglede,2021,25,,5.0,6.0,187.49,3.55,26,1,0.0,4.13
fuglede,2022,1,,,,2.0,0.5,6,0,0.25,4.85
fuglede,2022,2,,3.0,2.0,110.36,2.77,11,0,0.1538,2.68
fuglede,2022,3,,,,84.0,1.62,18,0,0.1,2.55
fuglede,2022,4,,,,60.94,2.75,7,0,0.2222,2.71
fuglede,2022,5,,4.0,3.0,72.91,3.5,26,1,0.0714,4.7
fuglede,2022,6,,3.0,0.0,13.93,1.33,7,0,0.2222,3.62
fuglede,2022,7,,,,85.84,2.15,21,1,0.087,3.57
fuglede,2022,8,,3.5,0.0,276.1,3.97,26,0,0.0714,2.98
fuglede,2022,9,,,,233.18,4.93,28,3,0.0667,4.0
fuglede,2022,10,,,,101.58,5.67,11,1,0.1538,2.03
fuglede,2022,11,,6.0,14.0,166.91,3.91,43,3,0.1731,4.78
fuglede,2022,12,,,,83.76,2.8,27,2,0.069,2.73
fuglede,2022,13,,4.0,0.5,112.37,4.58,18,0,0.1,3.18
fuglede,2022,14,,10.0,20.0,249.29,4.92,28,3,0.0667,3.36
fuglede,2022,15,,1.0,0.0,343.55,5.55,33,0,0.0571,2.97
fuglede,2022,16,,9.0,8.0,1137.95,7.67,95,2,0.1284,5.22
fuglede,2022,17,,19.0,25.0,1043.19,12.72,58,3,0.0938,4.41
fuglede,2022,18,,,,178.81,3.29,24,2,0.2727,3.26
fuglede,2022,19,,6.0,26.0,649.93,5.56,64,2,0.2471,6.28
fuglede,2022,20,,7.0,15.0,151.27,6.19,38,2,0.05,3.27
fuglede,2022,21,,1.0,,53.77,2.5,24,2,0.1724,3.34
fuglede,2022,22,,1.0,0.0,899.08,10.25,99,5,0.1161,4.98
fuglede,2022,23,,11.0,17.0,690.61,8.66,47,3,0.0962,4.68
fuglede,2022,24,,,,510.07,5.93,35,2,0.1667,3.47
fuglede,2022,25,,,,278.83,11.65,23,1,0.0417,3.4
fuglede,2023,1,,3.0,0.0,11.61,1.0,20,0,0.0909,3.63
fuglede,2023,2,,,,76.0,1.5,17,1,0.1053,5.44
fuglede,2023,3,,,,173.06,3.83,33,2,0.0571,4.5
fuglede,2023,4,,,,204.04,4.45,15,0,0.1667,2.64
fuglede,2023,5,,2.25,0.0,169.46,3.53,37,0,0.0513,3.61
fuglede,2023,5,,3.0,3.0,1409.01,2.26,295,1,0.0067,3.19
fuglede,2023,6,,,,59.79,2.57,9,0,0.1818,3.5
fuglede,2023,7,,6.0,0.5,38.05,2.0,35,0,0.0789,4.04
fuglede,2023,8,,6.0,6.0,118.59,3.4,18,1,0.1,3.51
fuglede,2023,9,,,,2.0,0.5,7,0,0.125,2.16
fuglede,2023,10,,,,645.73,9.93,44,2,0.1698,2.52
fuglede,2023,11,,2.0,1.0,132.96,3.91,12,0,0.2,3.16
fuglede,2023,12,,9.0,13.0,213.97,3.3,22,3,0.2414,5.73
fuglede,2023,13,,3.0,3.0,84.96,3.0,18,1,0.0526,3.0
fuglede,2023,14,,3.0,2.0,284.35,4.34,28,1,0.0667,3.94
fuglede,2023,15,,1.0,0.0,70.32,1.5,21,0,0.087,2.5
fuglede,2023,16,,10.0,5.0,356.12,4.82,34,1,0.0556,3.03
fuglede,2023,17,,16.0,34.0,400.91,8.73,36,3,0.0,4.22
fuglede,2023,18,,2.0,0.0,94.01,2.15,10,0,0.1667,3.33
fuglede,2023,19,,1.6,1.2,288.64,3.38,57,3,0.05,3.1
fuglede,2023,20,,8.0,14.0,140.23,3.53,45,3,0.1346,5.04
fuglede,2023,21,,4.5,8.0,649.01,8.52,55,3,0.1791,3.55
fuglede,2023,22,,5.0,3.0,401.54,7.27,46,2,0.0417,4.22
fuglede,2023,23,,,,85.95,2.55,26,3,0.1333,2.26
fuglede,2023,24,,,,615.77,7.95,33,1,0.0571,2.3
fuglede,2023,25,,,,11.61,1.0,10,0,0.0,1.64
fuglede,2024,1,,,,15.51,1.0,7,0,0.2222,2.5
fuglede,2024,2,,3.0,1.0,126.66,3.94,12,0,0.1429,3.85
fuglede,2024,3,,6.0,6.0,55.51,2.22,17,3,0.1053,2.79
fuglede,2024,4,,,,457.69,7.12,30,2,0.0625,3.49
fuglede,2024,5,,,,131.69,3.75,27,0,0.069,4.48
fuglede,2024,6,,4.0,5.0,280.0,4.15,30,1,0.0625,2.86
fuglede,2024,7,,7.0,10.0,25.27,1.2,22,2,0.0833,3.62
fuglede,2024,8,,,,118.59,3.6,21,2,0.087,3.83
fuglede,2024,9,,,,323.85,10.75,36,2,0.0526,3.89
fuglede,2024,10,,,,100.0,2.67,14,0,0.125,2.68
fuglede,2024,11,,,,84.0,3.18,17,4,0.0,5.05
fuglede,2024,12,,,,216.22,3.57,19,0,0.0952,2.95
fuglede,2024,13,,2.0,1.0,211.52,2.73,22,0,0.0833,2.3
fuglede,2024,14,,,,524.99,7.15,29,1,0.0645,2.94
fuglede,2024,15,,20.0,31.0,340.86,6.77,39,3,0.0488,4.01
fuglede,2024,16,,,,148.68,3.93,33,2,0.0571,2.3
fuglede,2024,17,,11.0,3.0,404.47,10.71,50,1,0.0385,3.88
fuglede,2024,18,,,,11.61,1.0,11,2,0.1538,2.28
fuglede,2024,19,,4.0,2.0,11.61,1.0,14,0,0.0667,5.14
fuglede,2024,20,,3.0,1.0,139.32,3.16,20,3,0.0909,2.93
fuglede,2024,21,,6.5,1.5,257.84,5.14,55,0,0.0,5.64
fuglede,2024,22,,2.0,1.0,211.52,5.8,22,2,0.0833,3.89
fuglede,2024,23,,,,36.54,1.5,7,0,0.2222,2.81
fuglede,2024,24,,3.0,2.0,228.94,3.89,53,3,0.2838,3.71
fuglede,2024,25,,,,18.09,1.0,9,0,0.1,2.89
fuglede,2025,1,,,,136.0,3.67,19,1,0.0952,2.49
fuglede,2025,2,,,,171.18,3.43,14,2,0.125,2.64
fuglede,2025,3,,2.0,1.0,66.61,1.8,10,0,0.0,3.63
fuglede,2025,4,,,,185.47,5.69,10,0,0.1667,3.92
fuglede,2025,5,,,,133.98,6.33,19,2,0.1364,3.61
fuglede,2025,6,,,,15.51,1.0,10,0,0.1667,3.73
fuglede,2025,7,,,,176.47,3.95,21,2,0.087,3.84
fuglede,2025,8,,,,22.46,1.0,15,1,0.0,3.74
fuglede,2025,9,,,,53.77,1.67,13,0,0.1333,3.29
fuglede,2025,10,,4.0,1.0,158.32,3.06,45,0,0.0426,3.74
fuglede,2025,11,,6.0,5.0,74.01,2.89,13,0,0.1333,5.42
fuglede,2025,12,,,,44.97,2.29,8,0,0.0,3.0
gahjelle,2015,1,,3.0,3.0,51.81,2.81,29,2,0.0938,6.13
gahjelle,2015,1,,1.25,0.0,24.0,1.5,25,1,0.0385,6.09
gahjelle,2015,2,,2.5,1.0,181.52,2.47,26,1,0.037,4.45
gahjelle,2015,2,,1.5,0.0,201.91,3.04,55,1,0.0833,6.34
gahjelle,2015,3,,3.0,3.5,84.0,3.18,38,2,0.0732,6.22
gahjelle,2015,3,,1.4,0.2,59.21,2.22,38,1,0.05,5.71
gahjelle,2015,4,,3.0,3.0,28.53,1.5,26,2,0.1034,5.75
gahjelle,2015,4,,1.4,0.6,27.0,1.0,34,1,0.0556,6.13
gahjelle,2015,5,,3.12,1.75,216.91,4.48,58,1,0.0492,5.79
gahjelle,2015,5,,2.33,0.22,198.17,3.79,80,1,0.0698,5.36
gahjelle,2015,6,,1.36,0.27,114.2,2.66,58,1,0.0645,5.83
gahjelle,2015,6,,1.15,0.08,91.74,2.69,78,1,0.025,6.46
gahjelle,2015,7,,3.33,1.83,116.69,6.95,67,1,0.0563,5.88
gahjelle,2015,7,,2.71,1.0,182.68,5.92,83,1,0.046,5.95
gahjelle,2015,8,,4.0,2.25,171.82,3.79,49,1,0.02,5.81
gahjelle,2015,8,,1.33,0.0,27.0,1.0,45,1,0.0625,5.63
gahjelle,2015,9,,2.75,0.75,27.0,1.5,37,1,0.0263,6.49
gahjelle,2015,9,,1.6,0.2,4.75,0.5,43,1,0.0444,6.85
gahjelle,2015,10,,3.33,1.0,24.0,1.5,27,1,0.0357,5.26
gahjelle,2015,10,,1.8,1.2,27.0,1.0,48,1,0.04,6.38
gahjelle,2015,10,,1.71,0.5,4.75,0.5,53,1,0.0536,6.41
gahjelle,2015,11,,2.78,1.78,347.28,4.57,54,2,0.0182,6.59
gahjelle,2015,11,,2.14,0.86,196.28,3.8,74,1,0.0513,6.77
gahjelle,2015,12,,4.0,2.0,76.0,2.73,32,1,0.0303,5.9
gahjelle,2015,12,,2.6,1.8,28.53,1.5,49,1,0.0392,6.92
gahjelle,2015,13,,2.0,0.5,95.08,3.0,68,1,0.0423,6.86
gahjelle,2015,14,,1.86,0.0,171.18,2.09,65,1,0.0441,5.19
gahjelle,2015,14,,2.0,0.0,173.06,2.0,64,1,0.0448,5.85
gahjelle,2015,15,,2.0,0.2,131.18,2.5,32,0,0.0303,5.25
gahjelle,2015,15,1,2.93,0.2,555.89,5.0,124,3,0.0462,5.19
gahjelle,2015,15,2,4.67,0.67,55.51,2.81,33,0,0.0833,5.07
gahjelle,2015,15,,2.57,0.14,153.25,2.75,89,1,0.043,6.98
gahjelle,2015,16,,3.0,1.0,206.09,7.0,77,1,0.0494,6.71
gahjelle,2015,17,,2.4,1.4,84.0,2.33,43,1,0.0444,7.19
gahjelle,2015,18,,1.67,0.33,487.54,4.71,62,1,0.0882,6.89
gahjelle,2015,19,,2.14,1.29,133.78,2.22,65,1,0.058,6.76
gahjelle,2015,20,,2.33,1.17,364.69,7.93,83,1,0.0349,6.38
gahjelle,2015,20,,2.4,0.6,199.71,4.0,38,1,0.05,6.31
gahjelle,2015,20,,2.0,0.2,131.77,3.12,38,1,0.05,6.33
gahjelle,2015,21,,1.86,1.2,185.47,4.76,100,1,0.0196,5.78
gahjelle,2015,22,,2.23,1.8,376.7,5.11,149,2,0.0067,6.16
gahjelle,2015,23,,1.31,0.23,176.65,3.65,64,1,0.0303,7.77
gahjelle,2015,24,,2.0,1.0,114.69,4.15,50,2,0.0566,8.0
gahjelle,2015,25,,1.0,0.0,149.28,3.88,50,1,0.0566,6.14
gahjelle,2015,25,,1.5,0.67,167.18,3.79,53,1,0.0536,6.44
gahjelle,2016,1,,4.67,3.0,106.2,3.69,48,2,0.0204,5.71
gahjelle,2016,1,,1.8,0.25,91.74,2.69,63,1,0.0156,5.65
gahjelle,2016,2,,2.67,1.33,11.61,1.0,53,1,0.1719,5.41
gahjelle,2016,2,,1.83,1.0,291.48,3.75,52,2,0.0545,5.94
gahjelle,2016,3,,2.0,0.33,48.11,2.5,24,0,0.0769,6.52
gahjelle,2016,3,,1.83,0.0,28.53,1.5,45,1,0.0625,7.21
gahjelle,2016,4,,3.8,1.0,163.45,4.2,45,1,0.0217,5.86
gahjelle,2016,4,,2.38,0.57,101.02,3.0,90,1,0.0426,5.94
gahjelle,2016,5,,3.75,4.25,179.75,3.82,50,2,0.0196,6.6
gahjelle,2016,5,,2.4,2.0,97.7,3.46,59,2,0.0328,6.77
gahjelle,2016,6,,2.67,0.33,11.61,1.0,21,0,0.0455,5.54
gahjelle,2016,6,,1.8,0.0,11.61,1.0,29,1,0.0645,7.32
gahjelle,2016,7,,3.83,1.67,269.56,3.5,34,1,0.0286,4.3
gahjelle,2016,7,,2.67,0.67,121.01,2.38,96,1,0.0588,6.52
gahjelle,2016,8,,4.25,2.5,68.11,2.75,42,4,0.0455,4.82
gahjelle,2016,8,,1.82,0.64,44.38,2.0,88,2,0.0538,6.78
gahjelle,2016,9,,3.67,2.67,50.19,2.25,33,1,0.0294,5.32
gahjelle,2016,9,,1.8,1.2,39.86,1.71,47,1,0.0408,6.28
gahjelle,2016,10,,3.5,2.83,188.26,3.0,61,2,0.0161,6.16
gahjelle,2016,10,,3.38,2.12,287.38,5.23,99,2,0.0481,6.42
gahjelle,2016,10,,3.5,2.12,265.68,4.69,102,2,0.0467,6.11
gahjelle,2016,10,,3.25,2.0,265.68,4.69,97,2,0.049,6.37
gahjelle,2016,11,,5.8,4.5,609.77,8.31,121,2,0.0692,7.27
gahjelle,2016,11,,3.75,2.62,537.53,7.12,99,2,0.066,6.56
gahjelle,2016,12,,2.5,0.5,11.61,1.0,21,0,0.087,7.41
gahjelle,2016,13,,5.2,6.4,542.46,7.29,62,3,0.0312,5.33
gahjelle,2016,14,,6.25,4.25,230.82,5.8,57,1,0.0172,5.52
gahjelle,2016,16,,3.2,2.0,122.14,3.72,38,2,0.0256,6.51
gahjelle,2016,16,1,3.33,1.67,200.0,5.68,57,1,0.0656,5.5
gahjelle,2016,16,2,4.5,3.5,220.56,4.85,68,3,0.0685,6.17
gahjelle,2017,1,,3.33,2.0,115.95,3.19,26,2,0.037,6.15
gahjelle,2017,1,,1.6,0.0,55.51,1.5,33,1,0.0294,6.31
gahjelle,2017,2,,3.25,0.75,53.77,1.67,30,1,0.0625,4.97
gahjelle,2017,2,,2.6,0.2,87.57,3.5,38,1,0.0256,5.97
gahjelle,2017,3,,3.0,2.4,788.27,10.2,53,2,0.1452,5.02
gahjelle,2017,3,,2.33,1.17,528.45,8.73,73,1,0.0135,6.0
gahjelle,2017,4,,2.67,0.33,13.93,0.5,22,1,0.12,7.31
gahjelle,2017,4,,1.67,0.0,25.27,0.5,39,1,0.025,6.1
gahjelle,2017,5,,3.67,3.0,164.52,5.11,34,1,0.0286,5.71
gahjelle,2017,5,,2.0,1.33,110.45,3.04,61,1,0.0161,7.03
gahjelle,2017,6,,4.0,4.0,137.55,4.12,35,2,0.0541,5.66
gahjelle,2017,6,,2.6,1.2,246.21,6.4,56,1,0.0175,6.64
gahjelle,2017,7,,4.8,3.8,170.03,4.38,65,2,0.0299,7.04
gahjelle,2017,7,,2.43,1.14,85.84,2.92,76,2,0.0256,6.56
gahjelle,2017,8,,1.73,0.0,169.46,8.65,70,1,0.0278,5.4
gahjelle,2017,9,,2.33,1.17,104.0,3.86,59,2,0.0167,7.77
gahjelle,2017,10,,1.25,0.0,15.51,1.0,25,1,0.0741,6.73
gahjelle,2017,11,,1.25,0.0,34.83,2.67,31,1,0.0882,5.88
gahjelle,2017,12,,1.57,0.29,41.51,1.5,60,1,0.0164,6.48
gahjelle,2017,13,,2.6,0.6,216.33,2.5,55,1,0.0179,6.0
gahjelle,2017,14,,2.38,1.12,156.91,4.42,71,2,0.0658,6.48
gahjelle,2017,15,,1.4,0.2,201.18,3.38,53,1,0.0536,6.44
gahjelle,2017,15,,2.17,0.83,276.1,4.08,58,1,0.0169,6.74
gahjelle,2017,15,,1.86,0.86,398.64,4.59,61,1,0.0317,6.4
gahjelle,2017,16,,3.0,1.83,155.89,2.89,63,3,0.0455,6.37
gahjelle,2017,17,,4.5,6.25,216.33,5.6,47,4,0.0208,5.55
gahjelle,2017,17,1,3.88,3.11,826.49,8.75,204,3,0.0286,6.1
gahjelle,2017,17,2,2.8,0.8,554.12,6.6,52,0,0.1333,5.02
gahjelle,2017,17,,1.75,1.0,245.18,5.67,36,1,0.027,5.25
gahjelle,2017,18,,4.27,1.33,463.98,8.8,116,8,0.0333,6.9
gahjelle,2017,19,,3.2,2.2,203.56,4.94,72,3,0.0649,5.29
gahjelle,2017,20,,2.0,0.75,362.46,4.76,107,1,0.0696,4.92
gahjelle,2017,20,,6.0,0.0,80.0,1.5,14,1,0.5172,3.68
gahjelle,2017,21,,3.86,1.43,230.75,4.36,163,1,0.0355,6.18
gahjelle,2017,22,,2.17,0.6,278.83,4.77,82,1,0.0238,5.7
gahjelle,2017,23,,3.0,1.75,382.16,6.76,125,4,0.0602,6.63
gahjelle,2017,24,,3.6,3.2,114.2,2.66,52,3,0.0189,6.24
gahjelle,2017,25,,2.25,2.5,167.59,3.85,43,1,0.0227,5.94
gahjelle,2018,1,,3.5,3.0,39.86,1.71,26,1,0.037,5.4
gahjelle,2018,1,,1.75,0.75,27.0,1.8,28,1,0.0345,6.42
gahjelle,2018,2,,3.5,1.75,87.57,2.0,32,1,0.0303,5.21
gahjelle,2018,2,,2.33,1.0,51.81,2.0,60,2,0.0476,6.46
gahjelle,2018,3,,4.5,2.0,110.36,2.77,32,1,0.0588,5.09
gahjelle,2018,3,,2.8,0.0,72.0,2.0,47,1,0.0408,6.35
gahjelle,2018,4,,3.75,3.75,84.0,2.33,50,3,0.0385,5.9
gahjelle,2018,4,,4.25,3.25,110.36,1.93,46,4,0.0417,6.22
gahjelle,2018,5,,3.0,1.8,332.98,5.16,48,2,0.0588,4.85
gahjelle,2018,5,,2.2,0.8,175.93,4.2,44,1,0.0435,6.29
gahjelle,2018,6,,4.43,2.57,362.46,6.14,67,3,0.029,4.74
gahjelle,2018,7,,3.64,5.5,276.74,5.5,79,2,0.0125,5.14
gahjelle,2018,7,,4.83,1.33,307.36,4.55,75,1,0.0625,7.1
gahjelle,2018,8,,5.0,3.67,57.11,2.0,40,2,0.0244,5.31
gahjelle,2018,8,,1.71,0.57,36.54,1.5,41,1,0.0238,6.44
gahjelle,2018,9,,2.0,2.33,162.53,4.47,72,1,0.0526,5.97
gahjelle,2018,9,,1.8,0.8,136.16,3.12,112,1,0.0588,5.76
gahjelle,2018,10,,3.29,3.25,171.18,3.43,61,1,0.0317,4.65
gahjelle,2018,10,,2.85,1.46,502.09,6.29,113,2,0.0342,4.72
gahjelle,2018,11,,2.75,2.25,374.41,5.26,45,1,0.0816,4.67
gahjelle,2018,11,,2.14,1.71,577.46,6.91,81,1,0.0357,5.03
gahjelle,2018,12,,3.4,2.8,483.25,4.9,60,1,0.0909,5.47
gahjelle,2018,13,,5.2,3.4,351.61,7.14,92,3,0.0213,4.97
gahjelle,2018,14,,3.0,2.6,247.76,5.25,41,2,0.0238,6.96
gahjelle,2018,15,,5.0,3.46,1047.01,8.87,173,3,0.0546,5.62
gahjelle,2018,16,,3.43,1.14,89.21,2.5,76,2,0.0256,6.14
gahjelle,2018,18,,3.5,2.0,126.66,3.94,34,1,0.0286,5.45
gahjelle,2018,18,1,5.0,7.6,696.34,8.86,76,6,0.0843,4.65
gahjelle,2018,18,2,6.27,3.0,2493.01,10.69,247,4,0.008,4.65
gahjelle,2018,18,,1.8,0.5,24.0,1.5,50,0,0.0566,5.61
gahjelle,2018,19,,1.75,0.0,15.51,1.0,29,1,0.0645,6.12
gahjelle,2019,1,,2.67,1.67,107.03,3.0,25,1,0.1071,5.42
gahjelle,2019,1,,1.8,0.4,89.21,2.5,26,1,0.037,6.08
gahjelle,2019,1,,2.0,0.75,87.57,2.69,26,1,0.037,6.02
gahjelle,2019,2,,5.5,7.5,195.04,5.44,42,2,0.1064,5.33
gahjelle,2019,2,,1.2,0.0,131.77,4.0,36,1,0.0769,6.04
gahjelle,2019,2,,2.0,1.2,267.53,4.32,45,2,0.0426,6.15
gahjelle,2019,3,,3.4,1.4,204.46,4.9,49,4,0.0926,5.34
gahjelle,2019,3,,1.88,0.5,106.2,2.13,66,1,0.0704,6.11
gahjelle,2019,4,,4.2,2.0,108.05,2.67,48,1,0.0769,5.71
gahjelle,2019,4,,2.22,0.11,76.0,2.0,72,1,0.0649,6.15
gahjelle,2019,5,,4.0,2.0,48.11,2.5,26,1,0.1333,5.98
gahjelle,2019,5,,1.75,0.5,4.75,0.5,29,1,0.0645,6.4
gahjelle,2019,6,,4.67,4.67,222.31,5.38,42,2,0.087,7.06
gahjelle,2019,6,,2.2,1.2,57.11,2.0,44,2,0.0833,6.59
gahjelle,2019,7,,2.43,2.5,38.05,2.0,50,1,0.0741,6.86
gahjelle,2019,7,,1.64,0.6,4.75,0.5,57,1,0.0339,6.98
gahjelle,2019,8,,2.75,0.5,118.59,2.66,31,0,0.0606,5.0
gahjelle,2019,8,,3.75,2.75,139.32,3.16,37,2,0.0513,6.09
gahjelle,2019,9,,4.0,2.0,38.05,2.0,26,1,0.1333,5.98
gahjelle,2019,9,,1.25,0.0,4.75,0.5,25,1,0.0741,6.6
gahjelle,2019,10,,3.29,1.86,407.7,6.32,65,2,0.058,4.43
gahjelle,2019,10,,2.62,0.75,486.87,6.51,74,1,0.0263,5.14
gahjelle,2019,11,,2.0,0.67,146.72,4.12,79,1,0.0482,5.5
gahjelle,2019,11,,3.12,0.25,122.11,2.85,61,1,0.0469,5.16
gahjelle,2019,12,,4.67,10.5,509.78,7.6,86,4,0.0549,4.55
gahjelle,2019,12,,3.08,3.33,372.07,5.29,94,2,0.0208,5.33
gahjelle,2019,13,,2.44,1.8,216.91,3.77,74,1,0.0633,5.32
gahjelle,2019,13,,3.56,2.4,247.18,3.56,73,2,0.0267,5.49
gahjelle,2019,14,,4.5,4.0,298.03,6.17,64,2,0.0448,7.53
gahjelle,2019,18,,4.17,6.33,753.2,9.13,86,3,0.0115,5.7
gahjelle,2019,19,,3.5,1.5,131.69,4.62,39,1,0.025,6.08
gahjelle,2019,19,1,3.4,2.2,510.94,6.75,61,1,0.1528,4.48
gahjelle,2019,19,2,5.86,3.33,411.89,8.73,106,2,0.0783,5.63
gahjelle,2019,24,,4.75,2.38,956.34,11.24,93,5,0.051,5.26
gahjelle,2020,1,,6.0,5.5,209.22,6.11,31,2,0.0882,5.47
gahjelle,2020,1,,2.2,1.4,120.4,3.38,32,1,0.0303,6.27
gahjelle,2020,1,,2.25,1.5,108.0,2.08,27,1,0.0357,6.02
gahjelle,2020,1,,3.5,4.5,182.84,3.97,29,3,0.0333,5.76
gahjelle,2020,2,,2.83,1.0,95.08,3.0,49,0,0.0755,4.85
gahjelle,2020,2,,1.43,0.0,94.01,2.31,46,1,0.08,6.68
gahjelle,2020,2,,1.44,0.0,66.42,2.0,57,1,0.0656,6.06
gahjelle,2020,2,,2.57,2.86,220.92,4.65,75,2,0.0385,6.58
gahjelle,2020,3,,4.5,1.0,99.4,3.21,36,0,0.0769,4.83
gahjelle,2020,3,,1.6,0.2,41.51,1.5,44,1,0.102,5.13
gahjelle,2020,4,,2.09,0.82,265.68,3.0,72,1,0.04,5.08
gahjelle,2020,4,,1.67,0.33,220.0,2.5,113,1,0.0661,6.4
gahjelle,2020,5,,3.0,0.33,53.3,2.5,23,0,0.1154,5.84
gahjelle,2020,5,,1.25,0.0,28.53,1.5,27,1,0.0357,6.1
gahjelle,2020,5,,1.67,0.67,201.91,4.67,37,2,0.0263,5.33
gahjelle,2020,6,,2.75,0.25,24.0,1.5,27,0,0.1,5.0
gahjelle,2020,6,,2.0,0.0,4.75,0.5,25,1,0.0385,5.7
gahjelle,2020,7,,3.4,2.2,102.57,3.5,53,2,0.0862,6.01
gahjelle,2020,7,,2.71,0.57,90.76,3.0,62,1,0.0746,5.61
gahjelle,2020,8,,2.29,1.29,153.25,2.62,74,1,0.0513,6.51
gahjelle,2020,8,,1.64,0.82,162.53,2.19,100,1,0.0654,7.29
gahjelle,2020,9,,3.6,3.2,272.48,6.26,45,3,0.0625,5.74
gahjelle,2020,9,,2.43,2.29,206.72,6.63,55,2,0.0678,6.35
gahjelle,2020,10,,2.33,0.5,170.03,3.66,43,0,0.1042,6.2
gahjelle,2020,10,,2.5,1.5,348.84,4.81,63,2,0.0455,5.98
gahjelle,2020,11,,3.29,2.15,1470.42,8.71,137,2,0.0284,5.81
gahjelle,2020,11,,3.67,0.89,480.55,7.36,130,1,0.0511,6.4
gahjelle,2020,12,,1.72,0.5,477.25,5.17,147,0,0.0265,5.33
gahjelle,2020,12,,1.93,0.33,367.35,4.31,136,1,0.0621,5.58
gahjelle,2020,13,,2.8,1.5,174.89,5.17,42,1,0.0667,6.57
gahjelle,2020,13,,1.86,0.83,124.86,4.2,63,1,0.0455,6.4
gahjelle,2020,14,,3.29,2.14,316.1,7.86,73,2,0.0519,6.16
gahjelle,2020,14,,2.57,1.43,160.54,3.38,83,1,0.0568,6.87
gahjelle,2020,15,,1.6,0.2,15.51,1.0,32,1,0.0588,5.78
gahjelle,2020,16,,3.62,0.75,158.64,4.4,94,2,0.06,6.44
gahjelle,2020,17,,2.71,0.29,190.4,4.86,76,1,0.05,6.63
gahjelle,2020,18,,2.0,0.62,64.73,2.2,51,1,0.0192,7.85
gahjelle,2020,18,,1.5,0.0,4.75,0.5,54,1,0.0182,5.74
gahjelle,2020,20,,3.2,2.2,135.93,4.85,42,1,0.0233,5.97
gahjelle,2020,20,1,5.07,6.33,2448.51,11.47,202,4,0.0194,4.72
gahjelle,2021,1,,1.75,0.0,44.97,1.5,22,1,0.0435,5.59
gahjelle,2021,1,,1.75,0.0,70.32,2.0,27,1,0.0357,5.65
gahjelle,2021,2,,2.8,0.2,89.86,2.73,46,1,0.0213,6.07
gahjelle,2021,3,,2.43,0.57,173.06,3.27,60,1,0.0164,5.67
gahjelle,2021,3,,2.67,1.17,137.55,3.33,48,1,0.04,5.29
gahjelle,2021,3,,2.57,1.14,187.49,3.55,56,1,0.0175,5.61
gahjelle,2021,4,,2.46,0.0,166.42,4.84,93,1,0.0106,5.57
gahjelle,2021,5,,2.71,0.57,127.38,5.85,63,1,0.0597,5.08
gahjelle,2021,5,,3.29,0.43,146.72,4.32,68,1,0.0556,4.93
gahjelle,2021,5,,4.38,0.0,185.47,7.2,72,1,0.0137,3.97
gahjelle,2021,5,,2.83,4.0,254.99,6.33,59,3,0.0328,5.2
gahjelle,2021,6,,1.5,0.33,85.84,2.92,45,1,0.0217,7.09
gahjelle,2021,7,,1.57,0.29,254.37,5.08,53,1,0.0536,6.32
gahjelle,2021,8,,4.22,2.89,174.89,2.5,116,3,0.0085,5.93
gahjelle,2021,9,,2.12,0.38,444.68,6.55,81,1,0.0241,5.77
gahjelle,2021,10,,3.43,0.29,174.23,4.17,80,1,0.0244,6.38
gahjelle,2021,11,,2.5,1.67,469.51,5.01,65,2,0.0299,7.05
gahjelle,2021,12,,2.67,2.5,157.89,3.63,58,2,0.0169,5.36
gahjelle,2021,13,,3.25,0.88,162.85,4.24,67,2,0.0563,4.53
gahjelle,2021,14,,2.11,0.5,80.0,2.17,91,1,0.0109,5.23
gahjelle,2021,15,,3.0,3.12,629.95,6.75,106,2,0.0185,5.87
gahjelle,2021,16,,3.62,0.4,223.85,4.46,141,1,0.007,6.96
gahjelle,2021,17,,1.4,0.5,943.84,6.06,95,1,0.0206,5.19
gahjelle,2021,18,,3.2,1.3,730.5,6.03,136,1,0.0073,5.9
gahjelle,2021,18,,4.3,2.1,894.86,9.36,170,1,0.0058,6.08
gahjelle,2021,19,,2.73,1.64,385.26,10.38,135,2,0.0625,7.71
gahjelle,2021,20,,2.62,0.25,544.63,7.09,117,1,0.025,4.83
gahjelle,2021,21,,2.17,2.33,396.53,4.01,105,3,0.0094,6.83
gahjelle,2021,21,,2.17,1.83,101.95,3.46,104,1,0.037,6.56
gahjelle,2021,21,1,4.0,2.0,51.81,2.81,51,1,0.0727,5.94
gahjelle,2021,22,,4.08,2.67,1454.0,10.36,164,2,0.0353,5.05
gahjelle,2021,23,,3.85,4.0,1909.65,10.03,215,2,0.0402,6.7
gahjelle,2021,24,,2.6,1.86,230.62,3.88,117,1,0.0085,6.34
gahjelle,2021,25,,3.2,2.8,252.22,5.28,60,3,0.0164,5.73
gahjelle,2022,1,,1.5,0.0,11.61,1.0,25,1,0.0385,6.32
gahjelle,2022,1,,,,38.05,2.0,10,1,0.2308,4.19
gahjelle,2022,1,,1.4,0.8,15.51,1.0,49,1,0.0577,6.35
gahjelle,2022,2,,1.5,0.0,27.0,1.0,45,1,0.0217,6.21
gahjelle,2022,2,,2.67,0.5,51.89,1.11,57,1,0.05,5.95
gahjelle,2022,2,,,,120.4,2.65,11,1,0.2143,4.3
gahjelle,2022,2,,1.0,0.0,171.18,2.73,48,1,0.0943,5.32
gahjelle,2022,2,,1.5,0.0,4.75,0.5,44,1,0.0222,6.21
