username,year,day,filename,readability_score,naming,modularity,control_flow,comments_docs,pythonic_style
gahjelle,2015,20,aoc201520_numpy.py,8,9,8,7,8,8
gahjelle,2015,21,aoc201521.py,8,9,8,8,8,9
gahjelle,2015,22,aoc201522.py,7,8,6,7,8,7
gahjelle,2015,23,aoc201523.py,8,9,8,7,8,9
gahjelle,2015,24,aoc201524.py,8,9,8,7,8,9
gahjelle,2015,25,aoc201525.py,8,9,8,9,8,8
gahjelle,2015,25,aoc201525_generator.py,8,9,7,8,9,8
gahjelle,2016,1,aoc01.py,8,9,7,7,8,9
gahjelle,2016,1,aoc201601.py,8,9,8,8,8,9
gahjelle,2016,2,aoc02.py,8,9,8,7,9,8
gahjelle,2016,2,aoc201602.py,7,8,7,7,8,7
gahjelle,2016,3,aoc03.py,7,8,7,8,7,8
gahjelle,2016,3,aoc201603.py,8,9,8,9,8,8
gahjelle,2016,4,aoc04.py,7,8,7,7,6,8
gahjelle,2016,4,aoc201604.py,8,9,8,7,9,8
gahjelle,2016,5,aoc05.py,8,9,8,7,8,8
gahjelle,2016,5,aoc201605.py,7,8,7,6,8,7
gahjelle,2016,6,aoc06.py,8,9,8,9,7,9
gahjelle,2016,6,aoc201606.py,8,9,8,9,8,9
gahjelle,2016,7,aoc07.py,7,8,7,7,7,8
gahjelle,2016,7,aoc201607.py,9,9,9,8,9,9
gahjelle,2016,8,aoc08.py,7,8,7,6,8,7
gahjelle,2016,8,aoc201608.py,8,9,8,8,9,8
gahjelle,2016,9,aoc09.py,6,7,7,5,7,7
gahjelle,2016,9,aoc201609.py,6,7,5,5,7,6
gahjelle,2016,10,aoc10.py,7,8,6,7,8,7
gahjelle,2016,10,aoc201610.py,7,8,7,6,8,6
gahjelle,2016,10,aoc201610_generator.py,7,8,7,6,8,6
gahjelle,2016,10,aoc201610_redo.py,7,8,7,6,8,6
gahjelle,2016,11,aoc11.py,6,7,6,5,7,6
gahjelle,2016,11,aoc201611.py,7,8,7,6,8,7
gahjelle,2016,12,aoc12.py,8,9,8,9,8,9
gahjelle,2016,13,aoc13.py,7,8,7,7,7,8
gahjelle,2016,14,aoc14.py,6,7,5,5,7,6
gahjelle,2016,16,aoc16.py,8,9,8,7,8,8
gahjelle,2016,16,aoc16_1.py,7,8,7,7,6,7
gahjelle,2016,16,aoc16_2.py,7,8,7,6,8,7
gahjelle,2017,1,aoc01.py,8,9,8,8,7,9
gahjelle,2017,1,aoc201701.py,9,10,9,9,9,9
gahjelle,2017,2,aoc02.py,7,8,8,6,7,6
gahjelle,2017,2,aoc201702.py,8,9,8,7,9,8
gahjelle,2017,3,aoc03.py,7,8,7,6,8,7
gahjelle,2017,3,aoc201703.py,7,8,7,6,8,7
gahjelle,2017,4,aoc04.py,8,9,8,8,7,9
gahjelle,2017,4,aoc201704.py,9,9,9,9,9,9
gahjelle,2017,5,aoc05.py,8,9,7,8,7,9
gahjelle,2017,5,aoc201705.py,8,9,8,7,8,9
gahjelle,2017,6,aoc06.py,7,8,7,6,7,8
gahjelle,2017,6,aoc201706.py,7,8,7,5,8,7
gahjelle,2017,7,aoc07.py,7,8,7,6,8,7
gahjelle,2017,7,aoc201707.py,8,9,8,7,9,8
gahjelle,2017,8,aoc201708.py,8,9,8,7,9,8
gahjelle,2017,9,aoc201709.py,8,9,8,7,9,8
gahjelle,2017,10,aoc201710.py,8,9,8,9,7,8
gahjelle,2017,11,aoc201711.py,8,9,8,9,7,8
gahjelle,2017,12,aoc201712.py,9,9,9,8,9,9
gahjelle,2017,13,aoc201713.py,7,8,7,6,8,7
gahjelle,2017,14,aoc201714.py,7,8,7,6,8,7
gahjelle,2017,15,aoc201715.py,7,8,7,6,8,7
gahjelle,2017,15,aoc201715_generators.py,8,9,8,7,8,9
gahjelle,2017,15,aoc201715_numpy.py,7,8,7,6,8,7
gahjelle,2017,16,aoc201716.py,8,9,8,8,8,8
gahjelle,2017,17,aoc17.py,7,8,7,6,8,7
gahjelle,2017,17,aoc17_1.py,7,8,7,6,7,8
gahjelle,2017,17,aoc17_2.py,7,8,7,7,6,8
gahjelle,2017,17,aoc201717.py,7,8,7,6,8,7
gahjelle,2017,18,aoc201718.py,8,9,8,7,9,8
gahjelle,2017,19,aoc201719.py,7,8,7,6,8,7
gahjelle,2017,20,aoc201720.py,8,9,8,7,9,8
gahjelle,2017,20,aoc201720_leaderboard.py,6,7,5,7,4,7
gahjelle,2017,21,aoc201721.py,7,8,7,6,8,7
gahjelle,2017,22,aoc201722.py,8,9,8,7,9,8
gahjelle,2017,23,aoc201723.py,8,9,8,7,9,8
gahjelle,2017,24,aoc201724.py,8,9,8,7,8,9
gahjelle,2017,25,aoc201725.py,7,7,8,6,8,7
gahjelle,2018,1,aoc01.py,8,9,8,8,7,9
gahjelle,2018,1,aoc201801.py,8,9,8,7,8,9
gahjelle,2018,2,aoc02.py,7,8,7,7,8,7
gahjelle,2018,2,aoc201802.py,8,9,8,7,9,8
gahjelle,2018,3,aoc03.py,7,8,7,7,8,7
gahjelle,2018,3,aoc201803.py,8,9,8,8,8,9
gahjelle,2018,4,aoc04.py,7,8,7,7,6,7
gahjelle,2018,4,aoc201804.py,7,8,7,6,8,7
gahjelle,2018,5,aoc05.py,7,8,7,6,7,7
gahjelle,2018,5,aoc201805.py,5,6,5,4,6,5
gahjelle,2018,6,aoc201806.py,7,8,7,6,8,7
gahjelle,2018,7,aoc07.py,7,8,7,6,8,7
gahjelle,2018,7,aoc201807.py,7,8,7,6,8,7
gahjelle,2018,8,aoc08.py,7,8,7,7,6,8
gahjelle,2018,8,aoc201808.py,8,9,8,7,8,9
gahjelle,2018,9,aoc09.py,8,9,7,8,7,9
gahjelle,2018,9,aoc201809.py,7,8,7,6,8,7
gahjelle,2018,10,aoc10.py,7,8,7,7,7,7
gahjelle,2018,10,aoc201810.py,8,9,8,7,9,8
gahjelle,2018,11,aoc11.py,7,8,7,7,6,7
gahjelle,2018,11,aoc201811.py,8,9,8,7,9,8
gahjelle,2018,12,aoc12.py,7,8,7,6,7,8
gahjelle,2018,13,aoc201813.py,8,8,8,7,8,9
gahjelle,2018,14,aoc201814.py,6,7,5,6,7,6
gahjelle,2018,15,aoc201815.py,7,8,7,6,8,7
gahjelle,2018,16,aoc201816.py,7,8,7,6,8,7
gahjelle,2018,18,aoc18.py,8,9,8,8,7,8
gahjelle,2018,18,aoc18_1.py,7,8,7,6,8,7
gahjelle,2018,18,aoc18_2.py,7,8,7,6,8,7
gahjelle,2018,18,aoc18_3.py,8,8,8,9,8,7
gahjelle,2018,19,aoc201819.py,7,8,7,8,7,8
gahjelle,2019,1,aoc01.py,8,9,7,8,9,8
gahjelle,2019,1,aoc201901.py,9,10,9,8,9,9
gahjelle,2019,1,aoc201901_loop.py,8,9,8,7,8,9
gahjelle,2019,2,aoc02.py,7,8,7,6,8,7
gahjelle,2019,2,aoc201902.py,8,9,8,8,8,9
gahjelle,2019,2,aoc201902_plain.py,8,9,8,7,8,9
gahjelle,2019,3,aoc03.py,7,8,7,7,6,7
gahjelle,2019,3,aoc201903.py,8,9,8,7,9,8
gahjelle,2019,4,aoc04.py,7,8,7,7,6,8
gahjelle,2019,4,aoc201904.py,8,9,8,7,9,8
gahjelle,2019,5,aoc05.py,8,9,7,8,7,9
gahjelle,2019,5,aoc201905.py,8,9,8,7,8,9
gahjelle,2019,6,aoc06.py,7,8,7,6,7,8
gahjelle,2019,6,aoc201906.py,8,9,8,7,8,9
gahjelle,2019,7,aoc07.py,8,9,7,8,7,9
gahjelle,2019,7,aoc201907.py,8,9,8,7,9,8
gahjelle,2019,8,aoc08.py,8,9,8,8,7,9
gahjelle,2019,8,aoc201908.py,7,8,7,6,8,7
gahjelle,2019,9,aoc09.py,8,9,7,9,7,8
gahjelle,2019,9,aoc201909.py,9,10,9,10,8,9
gahjelle,2019,10,aoc10.py,7,8,7,7,7,8
gahjelle,2019,10,aoc201910.py,7,8,7,6,8,7
gahjelle,2019,11,aoc11.py,8,9,8,8,7,9
gahjelle,2019,11,aoc201911.py,8,9,8,7,8,8
gahjelle,2019,12,aoc12.py,7,8,7,6,8,7
gahjelle,2019,12,aoc201912.py,8,9,8,7,9,8
gahjelle,2019,13,aoc13.py,7,8,7,7,7,7
gahjelle,2019,13,aoc201913.py,7,8,7,6,8,7
gahjelle,2019,14,aoc14.py,7,8,7,6,7,8
gahjelle,2019,18,aoc201918.py,7,8,7,6,8,7
gahjelle,2019,19,aoc19.py,7,8,7,6,8,8
gahjelle,2019,19,aoc19_1.py,7,8,7,6,7,8
gahjelle,2019,19,aoc19_2.py,7,8,7,6,8,7
gahjelle,2019,24,aoc201924.py,8,9,8,7,9,8
gahjelle,2020,1,aoc01.py,8,9,8,7,9,8
gahjelle,2020,1,aoc202001.py,8,9,8,7,8,8
gahjelle,2020,1,aoc202001_itertools.py,9,10,9,8,8,9
gahjelle,2020,1,aoc202001_loop.py,7,8,7,6,8,7
gahjelle,2020,2,aoc02.py,8,9,8,8,9,9
gahjelle,2020,2,aoc202002.py,8,9,8,9,8,8
gahjelle,2020,2,aoc202002_class.py,9,9,9,9,9,9
gahjelle,2020,2,aoc202002_state-machine-parsing.py,7,8,7,6,8,7
gahjelle,2020,3,aoc03.py,8,9,7,8,8,9
gahjelle,2020,3,aoc202003.py,8,9,8,7,9,8
gahjelle,2020,4,aoc04.py,8,9,8,7,9,8
gahjelle,2020,4,aoc202004.py,8,9,8,7,9,8
gahjelle,2020,5,aoc05.py,8,9,8,8,9,9
gahjelle,2020,5,aoc202005.py,9,10,9,9,8,9
gahjelle,2020,5,aoc202005_parse.py,8,9,8,7,9,8
gahjelle,2020,6,aoc06.py,9,10,9,9,9,9
gahjelle,2020,6,aoc202006.py,9,10,9,8,8,9
gahjelle,2020,7,aoc07.py,7,8,7,7,8,7
gahjelle,2020,7,aoc202007.py,8,9,8,7,9,8
gahjelle,2020,8,aoc08.py,8,9,8,7,9,8
gahjelle,2020,8,aoc202008.py,8,9,8,7,9,8
gahjelle,2020,9,aoc09.py,8,9,8,7,9,8
gahjelle,2020,9,aoc202009.py,8,8,8,7,9,8
gahjelle,2020,10,aoc10.py,7,8,7,7,8,7
gahjelle,2020,10,aoc202010.py,8,9,8,7,9,8
gahjelle,2020,11,aoc11.py,7,8,7,6,8,7
gahjelle,2020,11,aoc202011.py,8,9,8,7,9,8
gahjelle,2020,12,aoc12.py,7,8,7,7,8,7
gahjelle,2020,12,aoc202012.py,8,9,8,7,9,8
gahjelle,2020,13,aoc13.py,8,9,7,7,8,9
gahjelle,2020,13,aoc202013.py,8,9,8,7,9,8
gahjelle,2020,14,aoc14.py,7,8,7,6,8,7
gahjelle,2020,14,aoc202014.py,8,9,8,7,9,8
gahjelle,2020,15,aoc202015.py,8,9,8,7,9,8
gahjelle,2020,16,aoc202016.py,8,9,8,7,9,8
gahjelle,2020,17,aoc202017.py,8,9,8,7,9,8
gahjelle,2020,18,aoc202018.py,8,9,8,7,9,8
gahjelle,2020,18,aoc202018_class.py,7,8,7,8,8,7
gahjelle,2020,20,aoc20.py,8,9,8,7,8,9
gahjelle,2020,20,aoc20_1.py,7,8,7,6,7,8
gahjelle,2021,1,aoc202101.py,8,9,8,7,8,9
gahjelle,2021,1,aoc202101_sums.py,9,10,9,9,8,9
gahjelle,2021,2,aoc202102.py,8,9,8,7,8,9
gahjelle,2021,3,aoc202103.py,8,9,8,7,9,8
gahjelle,2021,3,aoc202103_numpy.py,7,8,7,6,8,7
gahjelle,2021,3,aoc202103_transpose.py,8,9,8,7,9,8
gahjelle,2021,4,aoc202104.py,8,9,8,7,9,8
gahjelle,2021,5,aoc202105.py,8,9,8,8,9,8
gahjelle,2021,5,aoc202105_match.py,8,9,8,7,9,8
gahjelle,2021,5,aoc202105_match_dataclass.py,8,9,8,7,9,8
gahjelle,2021,5,aoc202105_numpy.py,8,9,8,7,9,8
gahjelle,2021,6,aoc202106.py,9,10,9,8,9,9
gahjelle,2021,7,aoc202107.py,8,9,8,7,8,9
gahjelle,2021,8,aoc202108.py,8,9,8,7,9,8
gahjelle,2021,9,aoc202109.py,8,8,8,7,9,8
gahjelle,2021,10,aoc202110.py,7,8,7,6,8,7
gahjelle,2021,11,aoc202111.py,7,8,7,6,8,7
gahjelle,2021,12,aoc202112.py,7,8,7,6,8,7
gahjelle,2021,13,aoc202113.py,8,9,8,7,9,8
gahjelle,2021,14,aoc202114.py,8,9,8,7,9,8
gahjelle,2021,15,aoc202115.py,8,9,8,7,9,8
gahjelle,2021,16,aoc202116.py,8,9,8,7,9,8
gahjelle,2021,17,aoc202117.py,7,8,7,6,8,7
gahjelle,2021,18,aoc202118.py,7,8,7,6,8,7
gahjelle,2021,18,aoc202118_patternmatch.py,7,8,7,6,8,7
gahjelle,2021,19,aoc202119.py,7,8,7,6,8,7
gahjelle,2021,20,aoc202120.py,8,9,8,7,9,8
gahjelle,2021,21,aoc202121.py,7,8,7,6,8,7
gahjelle,2021,21,aoc21.py,8,9,8,7,9,8
gahjelle,2021,21,aoc21_1.py,8,9,7,8,8,8
gahjelle,2021,22,aoc202122.py,7,8,6,7,8,7
gahjelle,2021,23,aoc202123.py,6,7,5,5,7,6
gahjelle,2021,24,aoc202124.py,7,8,7,6,8,7
gahjelle,2021,25,aoc202125.py,8,8,8,7,9,8
gahjelle,2022,1,aoc202201.py,9,10,9,9,8,9
gahjelle,2022,1,aoc202201_oneliner.py,3,4,2,3,5,4
gahjelle,2022,1,aoc202201_pandas.py,8,9,8,8,8,8
gahjelle,2022,2,aoc202202.py,8,9,8,9,8,9
gahjelle,2022,2,aoc202202_dicts.py,8,8,9,7,9,8
gahjelle,2022,2,aoc202202_oneliner.py,2,1,1,2,3,2
gahjelle,2022,2,aoc202202_pandas.py,7,8,7,8,7,7
gahjelle,2022,2,aoc202202_plain.py,8,9,8,9,8,9
gahjelle,2022,2,aoc202202_polars.py,8,9,8,7,8,8
gahjelle,2022,3,aoc202203.py,8,9,8,7,9,8
gahjelle,2022,3,aoc202203_oneliner.py,3,5,2,3,6,4
gahjelle,2022,4,aoc202204.py,9,9,8,9,9,9
gahjelle,2022,4,aoc202204_polars.py,7,8,7,6,8,7
gahjelle,2022,4,aoc202204_sets.py,8,9,8,8,8,9
gahjelle,2022,5,aoc202205.py,8,9,8,7,9,8
gahjelle,2022,6,aoc202206.py,7,8,7,5,8,7
gahjelle,2022,6,aoc202206_naive.py,7,8,7,6,8,7
gahjelle,2022,6,aoc202206_oneliner.py,2,2,1,2,3,3
gahjelle,2022,6,aoc202206_polars.py,6,7,7,5,7,6
gahjelle,2022,6,aoc202206_recursive.py,7,8,7,6,8,7
gahjelle,2022,6,aoc202206_reduce.py,7,8,7,5,8,6
gahjelle,2022,6,aoc202206_runlength.py,7,8,7,5,8,7
gahjelle,2022,6,aoc202206_sets.py,8,9,8,7,9,8
gahjelle,2022,7,aoc202207.py,7,8,7,6,8,7
gahjelle,2022,8,aoc202208.py,8,9,8,7,9,8
gahjelle,2022,8,aoc202208_plot.py,8,9,8,7,9,8
gahjelle,2022,9,aoc202209.py,8,9,8,7,9,8
gahjelle,2022,10,aoc202210.py,8,9,8,8,7,8
gahjelle,2022,10,aoc202210_oneliner.py,2,2,1,2,3,3
gahjelle,2022,11,aoc202211.py,7,8,7,6,8,7
gahjelle,2022,12,aoc202212.py,7,8,7,6,8,7
gahjelle,2022,13,aoc202213.py,8,9,8,7,9,8
gahjelle,2022,13,aoc202213_eval.py,7,8,7,6,9,7
gahjelle,2022,14,aoc202214.py,8,9,8,7,8,9
gahjelle,2022,15,aoc202215.py,8,9,8,7,8,9
gahjelle,2022,15,aoc202215_transform.py,8,9,8,7,9,8
gahjelle,2022,15,coco15.py,6,7,6,5,7,6
gahjelle,2022,16,aoc202216.py,7,8,7,6,8,7
gahjelle,2022,16,aoc202216_dijkstra.py,7,8,7,6,8,7
gahjelle,2022,17,aoc202217.py,8,9,7,9,7,8
gahjelle,2022,18,aoc202218.py,8,8,8,7,9,8
gahjelle,2022,19,aoc202219.py,7,8,7,6,8,7
gahjelle,2022,19,aoc202219_orig.py,6,7,6,5,7,6
gahjelle,2022,19,aoc202219_works.py,7,8,7,6,8,7
gahjelle,2022,20,aoc202220.py,7,8,7,6,8,7
gahjelle,2022,20,aoc202220_deque.py,7,8,7,6,8,7
gahjelle,2022,20,aoc202220_dict.py,7,8,7,6,8,7
gahjelle,2022,22,aoc202222.py,7,8,7,6,8,7
gahjelle,2022,22,aoc22.py,8,9,8,7,8,8
gahjelle,2022,22,aoc22_1.py,7,8,7,6,8,7
gahjelle,2022,25,aoc202225.py,7,8,7,6,8,7
gahjelle,2022,25,aoc202225_base5.py,8,9,8,7,9,8
gahjelle,2022,25,aoc202225_reduce.py,7,8,7,6,8,7
gahjelle,2023,1,aoc202301.py,7,8,7,8,8,7
gahjelle,2023,1,aoc202301_oneliner.py,3,10,1,2,5,4
gahjelle,2023,1,aoc202301_replace.py,8,9,8,8,8,9
gahjelle,2023,1,aoc202301_scan.py,7,8,7,6,8,7
gahjelle,2023,2,aoc202302.py,8,9,8,7,9,8
gahjelle,2023,3,aoc202303.py,7,8,7,6,8,7
gahjelle,2023,4,aoc202304.py,8,9,8,7,8,9
gahjelle,2023,5,aoc202305.py,7,8,7,6,8,7
gahjelle,2023,6,aoc202306.py,8,8,8,7,9,8
gahjelle,2023,6,aoc202306_count.py,8,9,8,8,7,9
gahjelle,2023,6,aoc202306_formula.py,8,9,8,8,9,8
gahjelle,2023,6,aoc202306_newton.py,7,8,7,6,8,7
gahjelle,2023,6,aoc202306_symmetry.py,7,8,7,6,8,7
gahjelle,2023,7,aoc202307.py,8,8,9,7,9,8
gahjelle,2023,8,aoc202308.py,8,9,8,7,8,9
gahjelle,2023,9,aoc202309.py,8,9,8,7,9,8
gahjelle,2023,10,aoc202310.py,8,9,8,7,9,8
gahjelle,2023,11,aoc202311.py,8,9,8,8,8,9
gahjelle,2023,12,aoc202312.py,8,9,8,7,9,8
gahjelle,2023,13,aoc202313.py,7,8,7,6,8,7
gahjelle,2023,14,aoc202314.py,7,8,7,6,8,7
gahjelle,2023,15,aoc202315.py,8,9,7,7,9,8
gahjelle,2023,16,aoc202316.py,7,8,7,6,7,7
gahjelle,2023,17,aoc202317.py,7,8,7,6,8,8
gahjelle,2023,18,aoc202318.py,7,8,7,6,8,7
gahjelle,2023,19,aoc202319.py,8,9,8,7,9,8
gahjelle,2023,20,aoc202320.py,7,8,7,6,8,7
gahjelle,2023,21,aoc202321.py,7,8,7,6,7,8
gahjelle,2023,22,aoc202322.py,7,8,7,6,8,7
gahjelle,2023,23,aoc202323.py,7,8,7,6,8,7
gahjelle,2023,23,aoc23.py,7,8,7,6,8,7
gahjelle,2023,23,aoc23_1.py,7,8,6,7,7,8
gahjelle,2023,23,aoc23_2.py,7,8,7,6,8,7
gahjelle,2023,24,aoc202324.py,7,8,7,6,8,7
gahjelle,2023,25,aoc202325.py,8,9,8,9,7,9
gahjelle,2023,25,aoc202325_counter.py,7,8,7,7,8,7
gahjelle,2023,25,aoc202325_networkx.py,8,9,8,9,7,9
gahjelle,2024,1,aoc202401.py,8,9,8,8,7,9
gahjelle,2024,2,aoc202402.py,8,9,8,7,9,8
gahjelle,2024,3,aoc202403.py,7,8,7,8,7,7
gahjelle,2024,4,aoc202404.py,7,8,7,6,8,7
gahjelle,2024,5,aoc202405.py,7,8,7,6,8,7
gahjelle,2024,5,aoc202405_sort.py,7,8,7,7,8,7
gahjelle,2024,6,aoc202406.py,7,8,7,6,8,7
gahjelle,2024,7,aoc202407.py,7,8,7,6,8,7
gahjelle,2024,7,aoc202407_multiproc.py,7,8,7,6,8,7
gahjelle,2024,7,aoc202407_product.py,8,9,8,7,9,8
gahjelle,2024,7,aoc202407_recursion.py,7,8,7,6,8,7
gahjelle,2024,8,aoc202408.py,7,8,7,6,7,8
gahjelle,2024,9,aoc202409.py,7,8,7,6,8,7
gahjelle,2024,10,aoc202410.py,7,8,7,6,8,7
gahjelle,2024,11,aoc202411.py,7,8,7,6,8,7
gahjelle,2024,11,aoc202411_per_stone.py,7,8,7,6,7,8
gahjelle,2024,12,aoc202412.py,7,8,7,6,8,7
gahjelle,2024,12,aoc202412_dfs_fence.py,6,7,6,5,7,6
gahjelle,2024,13,aoc202413.py,8,9,8,7,8,9
gahjelle,2024,14,aoc202414.py,7,8,7,6,8,7
gahjelle,2024,14,aoc202414_compress.py,7,8,7,6,8,7
gahjelle,2024,15,aoc202415.py,7,8,7,6,8,7
gahjelle,2024,16,aoc202416.py,7,8,7,6,8,7
gahjelle,2024,17,aoc202417.py,7,8,7,6,8,7
gahjelle,2024,18,aoc202418.py,7,8,7,6,8,7
gahjelle,2024,19,aoc202419.py,8,9,8,7,8,9
gahjelle,2024,20,aoc202420.py,7,8,7,6,8,7
gahjelle,2024,20,aoc202420_checkrest.py,7,8,7,6,8,7
gahjelle,2024,21,aoc202421.py,7,8,7,6,8,7
gahjelle,2024,22,aoc202422.py,6,7,7,5,7,6
gahjelle,2024,23,aoc202423.py,7,8,7,6,8,7
gahjelle,2024,23,aoc202423_bronkerbosch.py,7,8,7,6,7,8
gahjelle,2024,24,aoc202424.py,7,8,7,6,8,7
gahjelle,2024,24,aoc24.py,8,9,8,7,9,8
gahjelle,2024,24,aoc24_1.py,7,8,7,7,6,7
gahjelle,2024,24,aoc24_2.py,7,8,6,7,7,7
gahjelle,2024,25,aoc202425.py,7,8,7,7,8,7
gahjelle,2025,1,aoc202501.py,7,8,9,5,7,8
gahjelle,2025,1,aoc202501_jump.py,7,8,8,6,7,8
gahjelle,2025,1,aoc202501_plain.py,8,9,9,7,9,8
gahjelle,2025,2,aoc202502.py,8,9,8,7,9,8
gahjelle,2025,2,aoc202502_loops.py,6,7,7,5,8,6
gahjelle,2025,3,aoc202503.py,7,8,8,6,9,7
gahjelle,2025,4,aoc202504.py,9,9,9,8,9,9
gahjelle,2025,5,aoc202505.py,8,9,8,7,9,8
gahjelle,2025,6,aoc202506.py,7,8,7,7,8,7
gahjelle,2025,7,aoc202507.py,7,8,7,6,8,7
gahjelle,2025,8,aoc202508.py,7,8,6,7,8,7
gahjelle,2025,9,aoc202509.py,7,8,7,6,8,7
gahjelle,2025,9,aoc202509_shapely.py,7,8,7,6,7,8
gahjelle,2025,9,aocviz202509.py,7,8,7,7,8,7
gahjelle,2025,10,aoc202510.py,7,8,7,7,8,7
gahjelle,2025,11,aoc202511.py,8,9,8,7,9,9
gahjelle,2025,11,aoc202511_count.py,7,8,7,6,8,8
gahjelle,2025,12,aoc202512.py,7,8,7,6,8,8
gahjelle,2025,25,aoc25.py,7,8,7,6,8,7
gahjelle,2025,25,aoc25_1.py,8,9,7,8,7,8
gahjelle,2025,25,aoc25_2.py,8,9,8,8,8,9
GNUSheep,2023,1,part01.py,4,3,2,5,1,4
GNUSheep,2023,1,part02.py,4,5,2,5,2,4
GNUSheep,2023,2,part01.py,3,3,2,4,1,3
GNUSheep,2023,2,part02.py,3,3,2,4,1,3
GNUSheep,2023,3,part01.py,3,7,2,2,3,4
GNUSheep,2023,3,part02.py,3,4,2,3,3,4
GNUSheep,2023,4,part01.py,6,7,3,7,2,6
GNUSheep,2023,4,part02.py,4,5,2,4,1,5
GNUSheep,2023,5,part01.py,3,3,2,4,2,3
GNUSheep,2023,5,part02.py,3,3,4,3,2,3
GNUSheep,2023,6,part01.py,3,3,2,4,1,3
GNUSheep,2023,6,part02.py,4,3,2,6,2,4
GNUSheep,2023,7,part01.py,5,6,5,5,2,4
GNUSheep,2023,7,part02.py,6,7,5,6,3,5
GNUSheep,2023,8,part01.py,4,4,3,5,2,5
GNUSheep,2023,8,part02.py,6,7,5,6,3,7
GNUSheep,2023,8,part02_veryslow.py,4,4,3,5,2,4
GNUSheep,2023,9,part01.py,4,3,2,5,1,4
GNUSheep,2023,9,part02.py,4,4,2,5,2,5
GNUSheep,2023,10,part01.py,5,6,4,5,3,6
GNUSheep,2023,10,part02.py,4,5,4,5,2,5
GNUSheep,2023,11,part01.py,6,7,5,6,3,6
GNUSheep,2023,11,part02.py,5,6,3,5,4,6
GNUSheep,2023,12,part01.py,6,7,5,6,3,6
GNUSheep,2023,12,part02.py,6,7,5,6,3,7
GNUSheep,2023,13,part01.py,5,6,4,5,2,6
GNUSheep,2023,13,part02.py,4,5,3,4,1,5
GNUSheep,2023,14,part01.py,3,3,2,3,1,4
GNUSheep,2023,14,part02.py,6,7,5,6,2,7
GNUSheep,2023,15,part01.py,4,4,2,6,1,5
GNUSheep,2023,15,part02.py,6,7,5,6,2,7
GNUSheep,2023,16,part01.py,5,6,3,5,2,6
GNUSheep,2023,16,part02.py,5,7,4,4,2,6
GNUSheep,2023,17,part01.py,5,6,3,5,6,5
GNUSheep,2023,17,part02.py,5,6,3,5,4,7
GNUSheep,2023,18,part01.py,4,5,3,4,1,5
GNUSheep,2023,18,part02.py,3,3,2,3,1,4
GNUSheep,2023,19,part01.py,5,6,3,5,2,6
GNUSheep,2023,19,part02.py,5,6,5,4,2,6
GNUSheep,2023,20,part01.py,3,3,2,3,1,4
GNUSheep,2023,20,part02.py,4,4,3,4,2,5
GNUSheep,2023,21,part01.py,5,6,3,6,4,7
GNUSheep,2023,21,part02.py,3,4,2,4,3,4
GNUSheep,2023,22,part01.py,4,3,3,5,2,6
GNUSheep,2023,22,part02.py,5,6,3,5,2,7
GNUSheep,2023,23,part01.py,3,2,2,4,2,3
GNUSheep,2023,23,part02.py,5,6,4,5,3,6
GNUSheep,2023,24,part01.py,3,4,2,3,3,4
GNUSheep,2023,24,part02.py,5,6,3,7,4,5
GNUSheep,2023,25,part01.py,7,8,5,7,2,8
GNUSheep,2024,1,part1.py,7,8,5,8,4,7
GNUSheep,2024,1,part2.py,6,7,4,7,2,7
GNUSheep,2024,2,part01.py,5,6,2,5,1,6
GNUSheep,2024,2,part02.py,5,6,5,5,2,6
GNUSheep,2024,3,part01.py,6,7,3,7,2,7
GNUSheep,2024,3,part02.py,4,4,2,5,2,5
GNUSheep,2024,4,part01.py,6,7,5,6,5,7
GNUSheep,2024,4,part02.py,4,3,5,4,2,5
GNUSheep,2024,5,part01.py,3,3,2,4,1,3
GNUSheep,2024,5,part02.py,3,3,2,4,1,3
GNUSheep,2024,6,part01.py,3,2,2,4,1,3
GNUSheep,2024,6,part02.py,4,4,5,3,2,5
GNUSheep,2024,7,part01.py,5,6,4,5,1,6
GNUSheep,2024,7,part02.py,4,4,3,5,1,5
GNUSheep,2024,8,part01.py,4,5,3,4,2,5
GNUSheep,2024,8,part02.py,4,5,3,4,2,5
GNUSheep,2024,9,part01.py,3,3,2,4,1,3
GNUSheep,2024,9,part02.py,3,3,2,3,1,3
GNUSheep,2024,10,part01.py,4,3,3,5,2,4
GNUSheep,2024,10,part02.py,4,3,2,5,2,4
GNUSheep,2024,11,part01.py,4,4,3,5,1,5
GNUSheep,2024,11,part02.py,4,4,3,5,1,5
GNUSheep,2024,12,part01.py,4,4,3,5,4,5
GNUSheep,2024,12,part02.py,4,5,3,4,2,5
GNUSheep,2024,13,part01.py,4,3,3,5,2,4
GNUSheep,2024,13,part02.py,5,5,3,6,2,6
GNUSheep,2024,14,part01.py,4,5,2,5,2,4
GNUSheep,2024,14,part02.py,4,4,3,5,2,5
GNUSheep,2024,15,part01.py,4,3,3,5,1,4
GNUSheep,2024,15,part02.py,3,4,2,3,1,4
GNUSheep,2024,16,part01.py,4,3,3,5,2,5
GNUSheep,2024,16,part02.py,4,4,3,5,1,5
GNUSheep,2024,17,part01.py,3,3,2,4,1,3
GNUSheep,2024,17,part02.py,4,4,5,4,3,5
GNUSheep,2024,18,part01.py,6,7,4,7,2,7
GNUSheep,2024,18,part02.py,4,4,3,5,2,5
